1.2247,0
1.2247,2.778e-06
1.2248,1.1112e-05
1.2248,2.5002e-05
1.2248,4.4447e-05
1.2248,6.9449e-05
1.2249,0.00010001
1.2249,0.00013612
1.2249,0.00017779
1.225,0.00022502
1.2251,0.0002778
1.2251,0.00033613
1.2252,0.00040003
1.2253,0.00046948
1.2254,0.00054448
1.2254,0.00062504
1.2255,0.00071116
1.2256,0.00080283
1.2258,0.00090006
1.2259,0.0010028
1.226,0.0011112
1.2261,0.0012251
1.2263,0.0013445
1.2264,0.0014695
1.2265,0.0016001
1.2267,0.0017362
1.2268,0.0018779
1.227,0.0020251
1.2272,0.0021779
1.2274,0.0023363
1.2275,0.0025002
1.2277,0.0026696
1.2279,0.0028446
1.2281,0.0030252
1.2283,0.0032113
1.2286,0.003403
1.2288,0.0036002
1.229,0.003803
1.2292,0.0040114
1.2295,0.0042253
1.2297,0.0044447
1.23,0.0046698
1.2302,0.0049003
1.2305,0.0051365
1.2308,0.0053781
1.231,0.0056254
1.2313,0.0058782
1.2316,0.0061365
1.2319,0.0064004
1.2322,0.0066699
1.2325,0.0069449
1.2328,0.0072255
1.2332,0.0075116
1.2335,0.0078033
1.2338,0.0081005
1.2341,0.0084033
1.2345,0.0087117
1.2348,0.0090256
1.2352,0.0093451
1.2356,0.0096701
1.2359,0.010001
1.2363,0.010337
1.2367,0.010678
1.2371,0.011026
1.2375,0.011379
1.2379,0.011737
1.2383,0.012101
1.2387,0.01247
1.2391,0.012845
1.2395,0.013226
1.24,0.013612
1.2404,0.014004
1.2408,0.014401
1.2413,0.014804
1.2417,0.015212
1.2422,0.015626
1.2427,0.016046
1.2431,0.016471
1.2436,0.016901
1.2441,0.017337
1.2446,0.017779
1.2451,0.018226
1.2456,0.018679
1.2461,0.019137
1.2466,0.019601
1.2472,0.020071
1.2477,0.020546
1.2482,0.021026
1.2488,0.021513
1.2493,0.022004
1.2499,0.022502
1.2504,0.023004
1.251,0.023513
1.2516,0.024027
1.2521,0.024546
1.2527,0.025071
1.2533,0.025602
1.2539,0.026138
1.2545,0.02668
1.2551,0.027227
1.2557,0.02778
1.2563,0.028338
1.257,0.028902
1.2576,0.029471
1.2582,0.030046
1.2589,0.030627
1.2595,0.031213
1.2602,0.031805
1.2608,0.032402
1.2615,0.033005
1.2622,0.033613
1.2629,0.034227
1.2636,0.034847
1.2642,0.035472
1.2649,0.036102
1.2657,0.036739
1.2664,0.03738
1.2671,0.038028
1.2678,0.03868
1.2685,0.039339
1.2693,0.040003
1.27,0.040672
1.2707,0.041347
1.2715,0.042028
1.2723,0.042714
1.273,0.043406
1.2738,0.044103
1.2746,0.044806
1.2753,0.045514
1.2761,0.046228
1.2769,0.046948
1.2777,0.047673
1.2785,0.048403
1.2793,0.049139
1.2802,0.049881
1.281,0.050628
1.2818,0.051381
1.2826,0.05214
1.2835,0.052904
1.2843,0.053673
1.2852,0.054448
1.286,0.055229
1.2869,0.056015
1.2878,0.056807
1.2887,0.057604
1.2895,0.058407
1.2904,0.059215
1.2913,0.060029
1.2922,0.060849
1.2931,0.061674
1.294,0.062504
1.295,0.06334
1.2959,0.064182
1.2968,0.065029
1.2977,0.065882
1.2987,0.066741
1.2996,0.067605
1.3006,0.068474
1.3015,0.069349
1.3025,0.07023
1.3035,0.071116
1.3044,0.072008
1.3054,0.072905
1.3064,0.073808
1.3074,0.074716
1.3084,0.07563
1.3094,0.07655
1.3104,0.077475
1.3114,0.078405
1.3125,0.079341
1.3135,0.080283
1.3145,0.08123
1.3156,0.082183
1.3166,0.083142
1.3176,0.084106
1.3187,0.085075
1.3198,0.08605
1.3208,0.087031
1.3219,0.088017
1.323,0.089009
1.3241,0.090006
1.3252,0.091009
1.3263,0.092017
1.3274,0.093031
1.3285,0.094051
1.3296,0.095076
1.3307,0.096106
1.3318,0.097143
1.3329,0.098184
1.3341,0.099232
1.3352,0.10028
1.3364,0.10134
1.3375,0.10241
1.3387,0.10348
1.3398,0.10455
1.341,0.10563
1.3422,0.10672
1.3434,0.10781
1.3445,0.10891
1.3457,0.11001
1.3469,0.11112
1.3481,0.11223
1.3493,0.11335
1.3506,0.11448
1.3518,0.11561
1.353,0.11674
1.3542,0.11789
1.3555,0.11903
1.3567,0.12019
1.3579,0.12134
1.3592,0.12251
1.3605,0.12368
1.3617,0.12485
1.363,0.12603
1.3643,0.12722
1.3655,0.12841
1.3668,0.12961
1.3681,0.13081
1.3694,0.13202
1.3707,0.13323
1.372,0.13445
1.3733,0.13568
1.3746,0.13691
1.376,0.13815
1.3773,0.13939
1.3786,0.14063
1.38,0.14189
1.3813,0.14315
1.3827,0.14441
1.384,0.14568
1.3854,0.14695
1.3867,0.14823
1.3881,0.14952
1.3895,0.15081
1.3909,0.15211
1.3923,0.15341
1.3937,0.15472
1.3951,0.15604
1.3965,0.15735
1.3979,0.15868
1.3993,0.16001
1.4007,0.16135
1.4021,0.16269
1.4035,0.16404
1.405,0.16539
1.4064,0.16675
1.4079,0.16811
1.4093,0.16948
1.4108,0.17086
1.4122,0.17224
1.4137,0.17362
1.4152,0.17501
1.4166,0.17641
1.4181,0.17781
1.4196,0.17922
1.4211,0.18064
1.4226,0.18206
1.4241,0.18348
1.4256,0.18491
1.4271,0.18635
1.4286,0.18779
1.4302,0.18924
1.4317,0.19069
1.4332,0.19215
1.4348,0.19361
1.4363,0.19508
1.4379,0.19656
1.4394,0.19804
1.441,0.19952
1.4425,0.20102
1.4441,0.20251
1.4457,0.20402
1.4473,0.20552
1.4488,0.20704
1.4504,0.20856
1.452,0.21008
1.4536,0.21161
1.4552,0.21315
1.4568,0.21469
1.4584,0.21624
1.4601,0.21779
1.4617,0.21935
1.4633,0.22091
1.465,0.22248
1.4666,0.22406
1.4682,0.22564
1.4699,0.22723
1.4715,0.22882
1.4732,0.23042
1.4749,0.23202
1.4765,0.23363
1.4782,0.23524
1.4799,0.23686
1.4816,0.23849
1.4833,0.24012
1.4849,0.24175
1.4866,0.24339
1.4883,0.24504
1.4901,0.24669
1.4918,0.24835
1.4935,0.25002
1.4952,0.25169
1.4969,0.25336
1.4987,0.25504
1.5004,0.25673
1.5021,0.25842
1.5039,0.26012
1.5056,0.26182
1.5074,0.26353
1.5092,0.26524
1.5109,0.26696
1.5127,0.26869
1.5145,0.27042
1.5162,0.27215
1.518,0.2739
1.5198,0.27564
1.5216,0.2774
1.5234,0.27915
1.5252,0.28092
1.527,0.28269
1.5288,0.28446
1.5306,0.28624
1.5325,0.28803
1.5343,0.28982
1.5361,0.29162
1.538,0.29342
1.5398,0.29523
1.5416,0.29704
1.5435,0.29886
1.5453,0.30069
1.5472,0.30252
1.5491,0.30436
1.5509,0.3062
1.5528,0.30805
1.5547,0.3099
1.5566,0.31176
1.5584,0.31362
1.5603,0.31549
1.5622,0.31737
1.5641,0.31925
1.566,0.32113
1.5679,0.32302
1.5698,0.32492
1.5718,0.32682
1.5737,0.32873
1.5756,0.33065
1.5775,0.33257
1.5795,0.33449
1.5814,0.33642
1.5834,0.33836
1.5853,0.3403
1.5873,0.34225
1.5892,0.3442
1.5912,0.34616
1.5931,0.34812
1.5951,0.35009
1.5971,0.35207
1.5991,0.35405
1.601,0.35603
1.603,0.35803
1.605,0.36002
1.607,0.36203
1.609,0.36404
1.611,0.36605
1.613,0.36807
1.615,0.37009
1.6171,0.37212
1.6191,0.37416
1.6211,0.3762
1.6231,0.37825
1.6252,0.3803
1.6272,0.38236
1.6292,0.38443
1.6313,0.3865
1.6333,0.38857
1.6354,0.39065
1.6375,0.39274
1.6395,0.39483
1.6416,0.39693
1.6437,0.39903
1.6457,0.40114
1.6478,0.40325
1.6499,0.40537
1.652,0.4075
1.6541,0.40963
1.6562,0.41176
1.6583,0.41391
1.6604,0.41605
1.6625,0.41821
1.6646,0.42036
1.6667,0.42253
1.6688,0.4247
1.671,0.42687
1.6731,0.42905
1.6752,0.43124
1.6774,0.43343
1.6795,0.43563
1.6816,0.43783
1.6838,0.44004
1.6859,0.44225
1.6881,0.44447
1.6903,0.4467
1.6924,0.44893
1.6946,0.45117
1.6968,0.45341
1.6989,0.45566
1.7011,0.45791
1.7033,0.46017
1.7055,0.46243
1.7077,0.4647
1.7099,0.46698
1.7121,0.46926
1.7143,0.47154
1.7165,0.47383
1.7187,0.47613
1.7209,0.47843
1.7231,0.48074
1.7254,0.48306
1.7276,0.48538
1.7298,0.4877
1.732,0.49003
1.7343,0.49237
1.7365,0.49471
1.7388,0.49706
1.741,0.49941
1.7433,0.50177
1.7455,0.50413
1.7478,0.5065
1.75,0.50888
1.7523,0.51126
1.7546,0.51365
1.7569,0.51604
1.7591,0.51843
1.7614,0.52084
1.7637,0.52325
1.766,0.52566
1.7683,0.52808
1.7706,0.5305
1.7729,0.53294
1.7752,0.53537
1.7775,0.53781
1.7798,0.54026
1.7821,0.54271
1.7844,0.54517
1.7868,0.54764
1.7891,0.55011
1.7914,0.55258
1.7937,0.55506
1.7961,0.55755
1.7984,0.56004
1.8008,0.56254
1.8031,0.56504
1.8055,0.56755
1.8078,0.57006
1.8102,0.57258
1.8125,0.57511
1.8149,0.57764
1.8173,0.58017
1.8196,0.58272
1.822,0.58526
1.8244,0.58782
1.8268,0.59038
1.8292,0.59294
1.8315,0.59551
1.8339,0.59808
1.8363,0.60067
1.8387,0.60325
1.8411,0.60584
1.8435,0.60844
1.8459,0.61104
1.8483,0.61365
1.8508,0.61627
1.8532,0.61889
1.8556,0.62151
1.858,0.62414
1.8605,0.62678
1.8629,0.62942
1.8653,0.63207
1.8678,0.63472
1.8702,0.63738
1.8726,0.64004
1.8751,0.64271
1.8775,0.64539
1.88,0.64807
1.8824,0.65075
1.8849,0.65345
1.8874,0.65614
1.8898,0.65885
1.8923,0.66156
1.8948,0.66427
1.8973,0.66699
1.8997,0.66971
1.9022,0.67244
1.9047,0.67518
1.9072,0.67792
1.9097,0.68067
1.9122,0.68342
1.9147,0.68618
1.9172,0.68895
1.9197,0.69172
1.9222,0.69449
1.9247,0.69727
1.9272,0.70006
1.9297,0.70285
1.9322,0.70565
1.9348,0.70845
1.9373,0.71126
1.9398,0.71407
1.9424,0.71689
1.9449,0.71972
1.9474,0.72255
1.95,0.72538
1.9525,0.72823
1.9551,0.73107
1.9576,0.73393
1.9602,0.73679
1.9627,0.73965
1.9653,0.74252
1.9678,0.74539
1.9704,0.74827
1.973,0.75116
1.9755,0.75405
1.9781,0.75695
1.9807,0.75985
1.9833,0.76276
1.9858,0.76568
1.9884,0.7686
1.991,0.77152
1.9936,0.77445
1.9962,0.77739
1.9988,0.78033
2.0014,0.78328
2.004,0.78623
2.0066,0.78919
2.0092,0.79215
2.0118,0.79512
2.0144,0.7981
2.017,0.80108
2.0196,0.80406
2.0223,0.80706
2.0249,0.81005
2.0275,0.81306
2.0301,0.81607
2.0328,0.81908
2.0354,0.8221
2.038,0.82512
2.0407,0.82816
2.0433,0.83119
2.046,0.83423
2.0486,0.83728
2.0513,0.84033
2.0539,0.84339
2.0566,0.84646
2.0592,0.84953
2.0619,0.8526
